,full_img_path,tube_line,points_lst,cot_stage,comments,tag_time,file_name,directory_name
351,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_L\0018_CROPED_5.jpg,"[(118, 407), (422, 406)]","[(278, 392), (280, 339), (277, 275), (263, 232)]",Closed,,1606817498,0018_CROPED_5.jpg,200804_contin_L
352,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_L\0357_CROPED_1.jpg,"[(84, 248), (441, 244)]","[(235, 234), (221, 208), (204, 174), (174, 123)]",Open,,1606817511,0357_CROPED_1.jpg,200804_contin_L
353,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_L\0357_CROPED_2.jpg,"[(114, 309), (486, 284)]","[(293, 299), (278, 270), (252, 233), (216, 196), (197, 183)]",Open,,1606817523,0357_CROPED_2.jpg,200804_contin_L
354,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_L\0357_CROPED_3.jpg,"[(51, 361), (371, 352)]","[(223, 345), (198, 272), (157, 204), (106, 127)]",Closed,,1606817535,0357_CROPED_3.jpg,200804_contin_L
355,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_L\0357_CROPED_4.jpg,"[(70, 359), (357, 338)]","[(217, 337), (195, 289), (166, 245), (133, 210), (100, 173)]",Closed,,1606817546,0357_CROPED_4.jpg,200804_contin_L
356,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_L\0357_CROPED_5.jpg,"[(118, 405), (420, 402)]","[(256, 392), (240, 326), (219, 275), (183, 208), (135, 146), (111, 118)]",Closed,,1606817619,0357_CROPED_5.jpg,200804_contin_L
357,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_R\6894_CROPED_1.jpg,"[(48, 195), (355, 188)]","[(201, 189), (205, 167), (210, 140)]",Closed,,1606817630,6894_CROPED_1.jpg,200804_contin_R
358,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_R\6894_CROPED_2.jpg,"[(59, 225), (340, 229)]","[(204, 223), (206, 196), (205, 180)]",Open,,1606817640,6894_CROPED_2.jpg,200804_contin_R
359,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_R\6894_CROPED_3.jpg,"[(82, 388), (393, 388)]","[(249, 372), (261, 306), (278, 236)]",Closed,,1606817659,6894_CROPED_3.jpg,200804_contin_R
360,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_R\6894_CROPED_4.jpg,"[(112, 550), (470, 548)]","[(290, 537), (287, 486), (287, 407)]",Open,,1606817669,6894_CROPED_4.jpg,200804_contin_R
361,C:\Sunflowers\manual_tagging-master\first_last_imgs\200804_contin_R\6894_CROPED_5.jpg,"[(58, 344), (392, 345)]","[(260, 338), (261, 315), (266, 285), (275, 256), (282, 237)]",Open,,1606817680,6894_CROPED_5.jpg,200804_contin_R
