,full_img_path,tube_line,points_lst,cot_stage,comments,tag_time,file_name,directory_name
472,C:\Sunflowers\manual_tagging-master\first_last_imgs\201104_contin_low_R\0397_CROPED_4.jpg,"[(108, 531), (481, 524)]","[(300, 518), (300, 480), (309, 436), (315, 405), (320, 381), (326, 364), (336, 349), (340, 331)]",Closed,,1609955169,0397_CROPED_4.jpg,201104_contin_low_R
473,C:\Sunflowers\manual_tagging-master\first_last_imgs\201104_contin_low_R\0397_CROPED_5.jpg,"[(258, 742), (603, 757)]","[(430, 734), (457, 657), (474, 580), (519, 498), (556, 438), (571, 395), (590, 372)]",Open,,1609955182,0397_CROPED_5.jpg,201104_contin_low_R
474,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0016_CROPED_1.jpg,"[(166, 506), (527, 496)]","[(348, 483), (337, 425), (319, 366), (313, 328), (306, 284)]",Closed,,1609955192,0016_CROPED_1.jpg,201108_contin_low_L
475,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0016_CROPED_2.jpg,"[(185, 810), (555, 815)]","[(444, 783), (456, 679), (460, 581), (466, 493)]",Open,,1609955201,0016_CROPED_2.jpg,201108_contin_low_L
476,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0016_CROPED_3.jpg,"[(156, 496), (479, 497)]","[(289, 474), (281, 405), (277, 363), (278, 338)]",Open,,1609955212,0016_CROPED_3.jpg,201108_contin_low_L
477,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0016_CROPED_4.jpg,"[(200, 574), (494, 576)]","[(320, 561), (299, 504), (286, 452), (277, 405), (275, 372), (269, 328)]",Closed,,1609955222,0016_CROPED_4.jpg,201108_contin_low_L
478,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0016_CROPED_5.jpg,"[(193, 558), (508, 542)]","[(374, 534), (371, 496), (368, 464), (365, 428), (360, 400)]",Open,,1609955236,0016_CROPED_5.jpg,201108_contin_low_L
479,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0363_CROPED_1.jpg,"[(168, 502), (523, 492)]","[(332, 484), (324, 428), (294, 373), (267, 334), (236, 304), (206, 274), (197, 261)]",Closed,,1609955248,0363_CROPED_1.jpg,201108_contin_low_L
480,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0363_CROPED_2.jpg,"[(183, 811), (558, 810)]","[(451, 788), (459, 697), (464, 589), (464, 523), (464, 465), (477, 384)]",Open,,1609955257,0363_CROPED_2.jpg,201108_contin_low_L
481,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0363_CROPED_3.jpg,"[(158, 499), (483, 499)]","[(287, 477), (265, 358), (245, 291), (235, 239)]",Open,,1609955267,0363_CROPED_3.jpg,201108_contin_low_L
482,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0363_CROPED_4.jpg,"[(201, 575), (489, 580)]","[(315, 557), (302, 460), (284, 386), (266, 337), (237, 280)]",Closed,,1609955277,0363_CROPED_4.jpg,201108_contin_low_L
483,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_L\0363_CROPED_5.jpg,"[(193, 554), (499, 536)]","[(371, 539), (373, 358)]",Open,,1609955290,0363_CROPED_5.jpg,201108_contin_low_L
484,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6563_CROPED_1.jpg,"[(83, 506), (393, 503)]","[(212, 492), (220, 333)]",Open,,1609955305,6563_CROPED_1.jpg,201108_contin_low_R
485,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6563_CROPED_2.jpg,"[(48, 517), (334, 532)]","[(220, 518), (256, 367)]",Closed,,1609955314,6563_CROPED_2.jpg,201108_contin_low_R
486,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6563_CROPED_3.jpg,"[(153, 726), (475, 737)]","[(358, 723), (432, 458)]",Open,,1609955322,6563_CROPED_3.jpg,201108_contin_low_R
487,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6563_CROPED_4.jpg,"[(313, 727), (673, 705)]","[(359, 700), (326, 526), (312, 459), (296, 437)]",Open,,1609955335,6563_CROPED_4.jpg,201108_contin_low_R
488,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6563_CROPED_5.jpg,"[(71, 511), (421, 495)]","[(237, 486), (237, 445), (235, 395), (235, 363), (246, 342)]",Open,,1609955346,6563_CROPED_5.jpg,201108_contin_low_R
489,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6910_CROPED_1.jpg,"[(83, 509), (394, 502)]","[(210, 488), (231, 436), (248, 378), (267, 335), (281, 295)]",Open,,1609955356,6910_CROPED_1.jpg,201108_contin_low_R
490,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6910_CROPED_2.jpg,"[(47, 517), (335, 532)]","[(216, 514), (226, 466), (238, 416), (254, 379), (270, 343), (300, 302), (324, 265)]",Closed,,1609955369,6910_CROPED_2.jpg,201108_contin_low_R
491,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6910_CROPED_3.jpg,"[(158, 720), (473, 731)]","[(349, 707), (361, 626), (380, 528), (395, 451), (412, 395), (418, 352)]",Open,,1609955382,6910_CROPED_3.jpg,201108_contin_low_R
492,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6910_CROPED_4.jpg,"[(313, 726), (676, 714)]","[(377, 699), (356, 570), (334, 475), (323, 373), (296, 308)]",Open,,1609955392,6910_CROPED_4.jpg,201108_contin_low_R
493,C:\Sunflowers\manual_tagging-master\first_last_imgs\201108_contin_low_R\6910_CROPED_5.jpg,"[(72, 497), (421, 488)]","[(252, 473), (258, 429), (266, 383), (280, 355), (311, 317)]",Open,,1609955408,6910_CROPED_5.jpg,201108_contin_low_R
494,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0017_CROPED_1.jpg,"[(54, 384), (408, 380)]","[(217, 354), (214, 313), (220, 284), (223, 276)]",Closed,,1609955418,0017_CROPED_1.jpg,201109_contin_low_L
495,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0017_CROPED_2.jpg,"[(168, 489), (543, 493)]","[(373, 484), (381, 417), (391, 346), (415, 275), (427, 195)]",Closed,,1609955429,0017_CROPED_2.jpg,201109_contin_low_L
496,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0017_CROPED_3.jpg,"[(232, 508), (551, 497)]","[(426, 477), (408, 436), (403, 382), (409, 335), (398, 269)]",Open,,1609955440,0017_CROPED_3.jpg,201109_contin_low_L
497,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0017_CROPED_4.jpg,"[(157, 480), (448, 470)]","[(303, 459), (291, 414), (287, 348)]",Closed,,1609955451,0017_CROPED_4.jpg,201109_contin_low_L
498,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0017_CROPED_5.jpg,"[(331, 673), (646, 675)]","[(489, 646), (487, 570), (490, 490)]",Open,,1609955460,0017_CROPED_5.jpg,201109_contin_low_L
499,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0352_CROPED_1.jpg,"[(54, 390), (407, 386)]","[(221, 353), (204, 306), (199, 270)]",Closed,,1609955468,0352_CROPED_1.jpg,201109_contin_low_L
500,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0352_CROPED_2.jpg,"[(170, 491), (540, 494)]","[(346, 481), (331, 406), (304, 341), (262, 247), (216, 181)]",Open,,1609955478,0352_CROPED_2.jpg,201109_contin_low_L
501,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0352_CROPED_3.jpg,"[(227, 506), (550, 498)]","[(421, 480), (414, 423), (394, 361), (366, 303), (332, 245)]",Open,,1609955489,0352_CROPED_3.jpg,201109_contin_low_L
502,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0352_CROPED_4.jpg,"[(157, 478), (448, 474)]","[(301, 457), (279, 389), (252, 337)]",Closed,,1609955497,0352_CROPED_4.jpg,201109_contin_low_L
503,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_L\0352_CROPED_5.jpg,"[(336, 669), (639, 670)]","[(473, 645), (460, 544), (441, 477), (414, 421), (369, 359), (344, 332)]",Open,,1609955509,0352_CROPED_5.jpg,201109_contin_low_L
504,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\6927_CROPED_1.jpg,"[(97, 479), (402, 485)]","[(212, 478), (214, 426), (218, 379), (219, 342), (225, 297), (225, 265)]",Open,,1609955520,6927_CROPED_1.jpg,201109_contin_low_R
505,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\6927_CROPED_2.jpg,"[(167, 485), (453, 482)]","[(315, 463), (310, 412), (314, 369), (319, 340)]",Closed,,1609955527,6927_CROPED_2.jpg,201109_contin_low_R
506,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\6927_CROPED_3.jpg,"[(111, 522), (432, 523)]","[(291, 500), (283, 456), (273, 393), (263, 350), (257, 323)]",Open,,1609955538,6927_CROPED_3.jpg,201109_contin_low_R
507,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\6927_CROPED_4.jpg,"[(120, 624), (481, 622)]","[(289, 615), (302, 457)]",Open,,1609955546,6927_CROPED_4.jpg,201109_contin_low_R
508,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\6927_CROPED_5.jpg,"[(66, 589), (414, 574)]","[(205, 557), (184, 516), (170, 474), (163, 458)]",Closed,,1609955562,6927_CROPED_5.jpg,201109_contin_low_R
509,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\7262_CROPED_1.jpg,"[(93, 488), (406, 492)]","[(214, 483), (227, 423), (238, 360), (261, 288), (290, 239), (289, 215)]",Open,,1609955573,7262_CROPED_1.jpg,201109_contin_low_R
510,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\7262_CROPED_2.jpg,"[(169, 477), (453, 483)]","[(340, 468), (353, 392), (364, 320), (383, 277)]",Closed,,1609955582,7262_CROPED_2.jpg,201109_contin_low_R
511,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\7262_CROPED_3.jpg,"[(112, 515), (437, 522)]","[(309, 497), (315, 444), (328, 394), (340, 331)]",Open,,1609955589,7262_CROPED_3.jpg,201109_contin_low_R
512,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\7262_CROPED_4.jpg,"[(115, 629), (482, 628)]","[(294, 615), (300, 569), (308, 522), (322, 468), (343, 397)]",Open,,1609955605,7262_CROPED_4.jpg,201109_contin_low_R
513,C:\Sunflowers\manual_tagging-master\first_last_imgs\201109_contin_low_R\7262_CROPED_5.jpg,"[(68, 592), (414, 574)]","[(202, 562), (189, 504), (181, 471), (180, 452), (180, 431), (183, 416)]",Closed,,1609955614,7262_CROPED_5.jpg,201109_contin_low_R
514,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0017_CROPED_1.jpg,"[(184, 542), (542, 544)]","[(432, 532), (433, 487), (433, 445), (436, 399), (436, 360), (436, 323)]",Closed,,1609955628,0017_CROPED_1.jpg,201110_contin_low_L
515,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0017_CROPED_2.jpg,"[(282, 683), (648, 658)]","[(406, 648), (393, 568), (364, 476), (341, 400)]",Open,,1609955636,0017_CROPED_2.jpg,201110_contin_low_L
516,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0017_CROPED_3.jpg,"[(146, 624), (463, 603)]","[(334, 608), (341, 568), (352, 536), (354, 503), (355, 479)]",Open,,1609955646,0017_CROPED_3.jpg,201110_contin_low_L
517,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0017_CROPED_4.jpg,"[(180, 659), (470, 650)]","[(320, 606), (317, 512)]",Closed,,1609955653,0017_CROPED_4.jpg,201110_contin_low_L
518,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0017_CROPED_5.jpg,"[(196, 544), (502, 531)]","[(345, 520), (332, 425)]",,weird,1609955672,0017_CROPED_5.jpg,201110_contin_low_L
519,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0372_CROPED_1.jpg,"[(188, 540), (540, 539)]","[(393, 530), (356, 425), (297, 324), (247, 262), (196, 231)]",Open,,1609955683,0372_CROPED_1.jpg,201110_contin_low_L
520,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0372_CROPED_2.jpg,"[(281, 676), (645, 659)]","[(403, 637), (390, 523), (380, 433), (366, 338), (363, 288)]",Open,,1609955693,0372_CROPED_2.jpg,201110_contin_low_L
521,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0372_CROPED_3.jpg,"[(143, 629), (467, 613)]","[(326, 621), (315, 532), (300, 467), (294, 435), (277, 390), (239, 320)]",,weirf,1609955708,0372_CROPED_3.jpg,201110_contin_low_L
522,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0372_CROPED_4.jpg,"[(180, 624), (469, 625)]","[(316, 601), (282, 533), (251, 488), (224, 457), (195, 431), (175, 388)]",Closed,,1609955720,0372_CROPED_4.jpg,201110_contin_low_L
523,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_L\0372_CROPED_5.jpg,"[(198, 540), (510, 535)]","[(353, 527), (349, 459), (335, 419), (329, 385), (317, 367), (302, 345), (274, 328)]",Open,,1609955731,0372_CROPED_5.jpg,201110_contin_low_L
524,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7279_CROPED_1.jpg,"[(382, 524), (70, 515)]","[(281, 499), (298, 442), (312, 403), (318, 348), (323, 308), (331, 284), (342, 267), (364, 238)]",Open,,1609955746,7279_CROPED_1.jpg,201110_contin_low_R
525,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7279_CROPED_2.jpg,"[(110, 482), (397, 479)]","[(249, 475), (245, 370), (231, 262)]",Open,,1609955799,7279_CROPED_2.jpg,201110_contin_low_R
526,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7279_CROPED_3.jpg,"[(123, 498), (435, 488)]","[(303, 459), (334, 334)]",Hook,,1609955807,7279_CROPED_3.jpg,201110_contin_low_R
527,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7279_CROPED_4.jpg,"[(138, 707), (503, 697)]","[(331, 678), (313, 544), (277, 409)]",Open,,1609955816,7279_CROPED_4.jpg,201110_contin_low_R
528,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7279_CROPED_5.jpg,"[(171, 732), (519, 718)]","[(285, 704), (269, 616), (256, 557), (256, 520), (256, 494), (267, 460)]",Open,,1609955825,7279_CROPED_5.jpg,201110_contin_low_R
529,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7634_CROPED_1.jpg,"[(70, 517), (382, 518)]","[(285, 500), (298, 446), (319, 404), (337, 348), (355, 312), (380, 265)]",Open,,1609955835,7634_CROPED_1.jpg,201110_contin_low_R
530,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7634_CROPED_2.jpg,"[(111, 476), (400, 478)]","[(245, 463), (261, 386), (273, 338), (281, 303), (307, 245), (330, 204)]",Open,,1609955845,7634_CROPED_2.jpg,201110_contin_low_R
531,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7634_CROPED_3.jpg,"[(121, 489), (435, 480)]","[(334, 463), (373, 357), (447, 254), (511, 206)]",Hook,,1609955854,7634_CROPED_3.jpg,201110_contin_low_R
532,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7634_CROPED_4.jpg,"[(133, 712), (504, 705)]","[(342, 680), (353, 533), (371, 452), (384, 410), (396, 369)]",Open,,1609955866,7634_CROPED_4.jpg,201110_contin_low_R
533,C:\Sunflowers\manual_tagging-master\first_last_imgs\201110_contin_low_R\7634_CROPED_5.jpg,"[(183, 723), (520, 715)]","[(326, 692), (327, 594), (341, 495), (364, 426), (420, 336)]",Open,,1609956019,7634_CROPED_5.jpg,201110_contin_low_R
534,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0016_CROPED_1.jpg,"[(121, 501), (474, 503)]","[(314, 489), (334, 395), (346, 326), (361, 259)]",Closed,,1609956149,0016_CROPED_1.jpg,201111_contin_low_L
535,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0016_CROPED_2.jpg,"[(211, 552), (583, 545)]","[(411, 528), (384, 468), (363, 417), (337, 371)]",Closed,,1609956160,0016_CROPED_2.jpg,201111_contin_low_L
536,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0016_CROPED_3.jpg,"[(261, 579), (577, 586)]","[(458, 558), (457, 510), (455, 475), (437, 411)]",Open,,1609956171,0016_CROPED_3.jpg,201111_contin_low_L
537,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0016_CROPED_4.jpg,"[(251, 543), (541, 538)]","[(390, 529), (387, 484), (376, 424), (358, 336)]",Open,,1609956217,0016_CROPED_4.jpg,201111_contin_low_L
538,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0016_CROPED_5.jpg,"[(144, 504), (453, 506)]","[(311, 495), (319, 449), (329, 416), (332, 384)]",Closed,,1609956229,0016_CROPED_5.jpg,201111_contin_low_L
539,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0356_CROPED_1.jpg,"[(119, 502), (470, 504)]","[(308, 489), (312, 407), (292, 329), (266, 238)]",Closed,,1609956263,0356_CROPED_1.jpg,201111_contin_low_L
540,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0356_CROPED_2.jpg,"[(211, 545), (586, 535)]","[(399, 530), (376, 434), (336, 359), (290, 292)]",Closed,,1609956273,0356_CROPED_2.jpg,201111_contin_low_L
541,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0356_CROPED_3.jpg,"[(258, 573), (579, 583)]","[(432, 564), (396, 476), (362, 409), (307, 343), (286, 315)]",Open,,1609956288,0356_CROPED_3.jpg,201111_contin_low_L
542,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0356_CROPED_4.jpg,"[(252, 544), (542, 537)]","[(390, 533), (360, 460), (322, 393), (277, 330), (235, 282)]",Open,,1609956297,0356_CROPED_4.jpg,201111_contin_low_L
543,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_L\0356_CROPED_5.jpg,"[(144, 505), (453, 505)]","[(293, 497), (289, 436), (280, 358)]",Closed,,1609956305,0356_CROPED_5.jpg,201111_contin_low_L
544,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7650_CROPED_1.jpg,"[(115, 525), (423, 528)]","[(290, 506), (297, 448), (303, 383), (312, 348)]",Closed,,1610547936,7650_CROPED_1.jpg,201111_contin_low_R
545,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7650_CROPED_2.jpg,"[(159, 467), (450, 463)]","[(325, 458), (318, 411), (311, 343), (309, 294)]",Closed,,1610547946,7650_CROPED_2.jpg,201111_contin_low_R
546,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7650_CROPED_3.jpg,"[(118, 511), (437, 504)]","[(274, 483), (288, 432), (307, 387), (333, 313)]",Open,,1610547957,7650_CROPED_3.jpg,201111_contin_low_R
547,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7650_CROPED_4.jpg,"[(127, 474), (493, 497)]","[(246, 471), (252, 406), (264, 356), (278, 280)]",Open,,1610547977,7650_CROPED_4.jpg,201111_contin_low_R
548,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7650_CROPED_5.jpg,"[(196, 700), (541, 706)]","[(442, 684), (488, 525)]",Open,,1610547986,7650_CROPED_5.jpg,201111_contin_low_R
549,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7990_CROPED_1.jpg,"[(114, 526), (422, 520)]","[(321, 506), (374, 335)]",Closed,,1610547994,7990_CROPED_1.jpg,201111_contin_low_R
550,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7990_CROPED_2.jpg,"[(163, 468), (444, 464)]","[(345, 466), (355, 398), (374, 347), (394, 308), (425, 263), (473, 231)]",Closed,,1610548006,7990_CROPED_2.jpg,201111_contin_low_R
551,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7990_CROPED_3.jpg,"[(117, 513), (435, 510)]","[(280, 482), (290, 419), (313, 356), (344, 292), (381, 217)]",Open,,1610548028,7990_CROPED_3.jpg,201111_contin_low_R
552,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7990_CROPED_4.jpg,"[(128, 478), (496, 496)]","[(244, 468), (245, 340), (270, 196)]",Open,,1610548038,7990_CROPED_4.jpg,201111_contin_low_R
553,C:\Sunflowers\manual_tagging-master\first_last_imgs\201111_contin_low_R\7990_CROPED_5.jpg,"[(193, 704), (541, 701)]","[(420, 681), (442, 576), (484, 459), (510, 408)]",Open,,1610548092,7990_CROPED_5.jpg,201111_contin_low_R
554,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0016_CROPED_1.jpg,"[(167, 469), (523, 472)]","[(312, 465), (299, 385), (302, 303), (303, 244)]",Closed,,1610548101,0016_CROPED_1.jpg,201112_contin_low_L
555,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0016_CROPED_2.jpg,"[(243, 451), (610, 438)]","[(450, 417), (450, 361), (437, 292), (429, 273)]",Open,,1610548142,0016_CROPED_2.jpg,201112_contin_low_L
556,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0016_CROPED_3.jpg,"[(180, 445), (499, 456)]","[(314, 438), (309, 318)]",Open,,1610548164,0016_CROPED_3.jpg,201112_contin_low_L
557,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0016_CROPED_4.jpg,"[(117, 487), (409, 481)]","[(324, 473), (346, 373), (357, 301), (350, 263)]",Open,,1610548178,0016_CROPED_4.jpg,201112_contin_low_L
558,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0016_CROPED_5.jpg,"[(189, 445), (499, 420)]","[(379, 422), (385, 370), (385, 338), (381, 302)]",Open,,1610548242,0016_CROPED_5.jpg,201112_contin_low_L
559,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0405_CROPED_1.jpg,"[(170, 490), (523, 481)]","[(298, 469), (225, 227)]",Closed,,1610548253,0405_CROPED_1.jpg,201112_contin_low_L
560,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0405_CROPED_2.jpg,"[(240, 452), (616, 441)]","[(443, 429), (428, 374), (413, 323), (389, 271), (362, 235)]",Open,,1610548263,0405_CROPED_2.jpg,201112_contin_low_L
561,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0405_CROPED_3.jpg,"[(178, 451), (500, 459)]","[(302, 438), (286, 389), (263, 326), (233, 268)]",Open,,1610548306,0405_CROPED_3.jpg,201112_contin_low_L
562,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0405_CROPED_4.jpg,"[(117, 497), (408, 490)]","[(330, 470), (330, 414), (327, 359), (308, 293), (287, 235)]",Open,,1610548316,0405_CROPED_4.jpg,201112_contin_low_L
563,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_L\0405_CROPED_5.jpg,"[(191, 438), (494, 420)]","[(365, 427), (362, 381), (354, 338), (342, 282), (330, 239)]",Open,,1610548333,0405_CROPED_5.jpg,201112_contin_low_L
564,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8006_CROPED_1.jpg,"[(195, 390), (505, 384)]","[(266, 365), (254, 314), (231, 270), (214, 241), (212, 209)]",Open,,1610548344,8006_CROPED_1.jpg,201112_contin_low_R
565,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8006_CROPED_2.jpg,"[(139, 482), (427, 496)]","[(288, 467), (267, 410), (235, 353), (226, 329)]",Open,,1610548357,8006_CROPED_2.jpg,201112_contin_low_R
566,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8006_CROPED_3.jpg,"[(123, 524), (440, 530)]","[(228, 511), (229, 454), (233, 405), (238, 330)]",Open,,1610548430,8006_CROPED_3.jpg,201112_contin_low_R
567,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8006_CROPED_4.jpg,"[(164, 436), (527, 429)]","[(340, 408), (352, 363), (367, 300)]",Open,,1610548441,8006_CROPED_4.jpg,201112_contin_low_R
568,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8006_CROPED_5.jpg,"[(140, 380), (485, 371)]","[(258, 359), (259, 312), (254, 266), (235, 211)]",Open,,1610548454,8006_CROPED_5.jpg,201112_contin_low_R
569,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8395_CROPED_1.jpg,"[(193, 390), (507, 388)]","[(262, 365), (252, 324), (238, 284), (222, 256), (219, 215)]",Open,,1610548467,8395_CROPED_1.jpg,201112_contin_low_R
570,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8395_CROPED_2.jpg,"[(139, 472), (430, 488)]","[(288, 470), (307, 395), (329, 330), (346, 270)]",Open,,1610548477,8395_CROPED_2.jpg,201112_contin_low_R
571,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8395_CROPED_3.jpg,"[(123, 530), (440, 530)]","[(229, 516), (255, 435), (289, 354), (300, 332)]",Open,,1610548490,8395_CROPED_3.jpg,201112_contin_low_R
572,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8395_CROPED_4.jpg,"[(164, 432), (532, 420)]","[(325, 406), (338, 331), (358, 273), (372, 233)]",Open,,1610548501,8395_CROPED_4.jpg,201112_contin_low_R
573,C:\Sunflowers\manual_tagging-master\first_last_imgs\201112_contin_low_R\8395_CROPED_5.jpg,"[(144, 378), (485, 372)]","[(254, 357), (255, 300), (266, 253), (270, 201)]",Open,,1610548511,8395_CROPED_5.jpg,201112_contin_low_R
574,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0016_CROPED_1.jpg,"[(232, 513), (587, 514)]","[(404, 490), (406, 422), (399, 332)]",Open,,1610548521,0016_CROPED_1.jpg,201115_contin_low_L
575,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0016_CROPED_2.jpg,"[(185, 565), (563, 558)]","[(361, 550), (346, 505), (343, 467), (356, 425), (372, 404)]",Closed,,1610548531,0016_CROPED_2.jpg,201115_contin_low_L
576,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0016_CROPED_3.jpg,"[(159, 551), (479, 544)]","[(361, 522), (368, 472), (368, 420), (362, 389)]",Closed,,1610548538,0016_CROPED_3.jpg,201115_contin_low_L
577,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0016_CROPED_4.jpg,"[(138, 533), (429, 519)]","[(294, 510), (290, 461), (281, 423), (272, 396)]",Open,,1610548548,0016_CROPED_4.jpg,201115_contin_low_L
