,full_img_path,tube_line,points_lst,cot_stage,comments,tag_time,file_name,directory_name
578,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0016_CROPED_5.jpg,"[(284, 535), (587, 526)]","[(443, 513), (436, 439)]",Open,,1610548557,0016_CROPED_5.jpg,201115_contin_low_L
579,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0368_CROPED_1.jpg,"[(234, 519), (584, 517)]","[(379, 492), (356, 411), (327, 350), (274, 279), (239, 237)]",Open,,1610548568,0368_CROPED_1.jpg,201115_contin_low_L
580,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0368_CROPED_2.jpg,"[(184, 572), (563, 564)]","[(350, 554), (324, 473), (290, 408), (250, 343), (228, 309)]",Open,,1610548579,0368_CROPED_2.jpg,201115_contin_low_L
581,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0368_CROPED_3.jpg,"[(160, 551), (477, 548)]","[(347, 523), (335, 454), (321, 391), (296, 335), (266, 287)]",Open,,1610548618,0368_CROPED_3.jpg,201115_contin_low_L
582,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0368_CROPED_4.jpg,"[(138, 532), (425, 519)]","[(292, 512), (291, 446), (286, 404), (274, 362)]",Open,,1610548628,0368_CROPED_4.jpg,201115_contin_low_L
583,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_L\0368_CROPED_5.jpg,"[(283, 534), (590, 529)]","[(450, 514), (439, 448), (426, 392), (409, 352), (377, 310)]",Open,,1610548638,0368_CROPED_5.jpg,201115_contin_low_L
584,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8411_CROPED_1.jpg,"[(152, 435), (460, 428)]","[(331, 425), (348, 397), (362, 366), (362, 347)]",Open,,1610548647,8411_CROPED_1.jpg,201115_contin_low_R
585,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8411_CROPED_2.jpg,"[(115, 403), (404, 395)]","[(269, 379), (279, 333)]",Closed,,1610548655,8411_CROPED_2.jpg,201115_contin_low_R
586,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8411_CROPED_3.jpg,"[(158, 462), (476, 480)]","[(327, 455), (344, 415), (362, 371), (356, 346)]",Hook,,1610548664,8411_CROPED_3.jpg,201115_contin_low_R
587,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8411_CROPED_4.jpg,"[(170, 579), (536, 596)]","[(354, 568), (353, 508), (350, 465), (353, 431), (354, 402), (354, 384)]",Open,,1610548728,8411_CROPED_4.jpg,201115_contin_low_R
588,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8411_CROPED_5.jpg,"[(146, 568), (494, 580)]","[(282, 564), (265, 518), (260, 470), (259, 423), (262, 374)]",Open,,1610548774,8411_CROPED_5.jpg,201115_contin_low_R
589,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8763_CROPED_1.jpg,"[(152, 433), (459, 427)]","[(340, 420), (357, 363), (376, 307), (401, 263)]",Open,,1610548783,8763_CROPED_1.jpg,201115_contin_low_R
590,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8763_CROPED_2.jpg,"[(116, 403), (404, 392)]","[(287, 378), (297, 334), (312, 290)]",Closed,,1610548791,8763_CROPED_2.jpg,201115_contin_low_R
591,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8763_CROPED_3.jpg,"[(156, 468), (474, 476)]","[(324, 449), (342, 393), (368, 350), (389, 312), (419, 273), (464, 225)]",Hook,,1610548801,8763_CROPED_3.jpg,201115_contin_low_R
592,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8763_CROPED_4.jpg,"[(174, 582), (534, 593)]","[(360, 565), (377, 471), (411, 386), (450, 319), (464, 264)]",Open,,1610548819,8763_CROPED_4.jpg,201115_contin_low_R
593,C:\Sunflowers\manual_tagging-master\first_last_imgs\201115_contin_low_R\8763_CROPED_5.jpg,"[(147, 569), (491, 580)]","[(296, 560), (301, 465), (322, 398), (361, 347), (378, 311)]",Open,,1610548831,8763_CROPED_5.jpg,201115_contin_low_R
594,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0332_CROPED_1.jpg,"[(180, 479), (539, 461)]","[(399, 446), (411, 385), (424, 332), (431, 288)]",Closed,,1610548839,0332_CROPED_1.jpg,201117_contin_low_L
595,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0332_CROPED_2.jpg,"[(260, 552), (636, 542)]","[(449, 513), (443, 429), (439, 353), (421, 297)]",Open,,1610548847,0332_CROPED_2.jpg,201117_contin_low_L
596,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0332_CROPED_3.jpg,"[(205, 539), (528, 548)]","[(423, 524), (426, 421), (438, 359), (437, 304)]",Open,,1610548856,0332_CROPED_3.jpg,201117_contin_low_L
597,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0332_CROPED_4.jpg,"[(168, 463), (456, 455)]","[(274, 455), (256, 381)]",Open,,1610548865,0332_CROPED_4.jpg,201117_contin_low_L
598,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0332_CROPED_5.jpg,"[(126, 391), (429, 379)]","[(229, 373), (229, 284)]",Closed,,1610548872,0332_CROPED_5.jpg,201117_contin_low_L
599,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0690_CROPED_1.jpg,"[(176, 477), (539, 468)]","[(365, 450), (355, 369), (323, 305), (286, 242)]",Closed,,1610548881,0690_CROPED_1.jpg,201117_contin_low_L
600,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0690_CROPED_2.jpg,"[(256, 552), (628, 548)]","[(437, 512), (406, 408), (383, 331), (340, 235)]",Open,,1610548891,0690_CROPED_2.jpg,201117_contin_low_L
601,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0690_CROPED_3.jpg,"[(531, 554), (530, 554)]","[(423, 524), (390, 412), (347, 338), (305, 267)]",Open,,1610548901,0690_CROPED_3.jpg,201117_contin_low_L
602,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0690_CROPED_4.jpg,"[(167, 465), (457, 456)]","[(282, 455), (281, 407), (276, 365), (272, 342)]",Open,,1610548913,0690_CROPED_4.jpg,201117_contin_low_L
603,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_L\0690_CROPED_5.jpg,"[(124, 396), (427, 386)]","[(242, 373), (240, 331), (233, 272)]",Closed,,1610548921,0690_CROPED_5.jpg,201117_contin_low_L
604,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9095_CROPED_1.jpg,"[(110, 328), (423, 327)]","[(322, 305), (336, 241), (334, 200), (328, 170)]",Open,,1610548932,9095_CROPED_1.jpg,201117_contin_low_R
605,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9095_CROPED_2.jpg,"[(127, 366), (419, 377)]","[(255, 360), (255, 301)]",Closed,,1610548950,9095_CROPED_2.jpg,201117_contin_low_R
606,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9095_CROPED_3.jpg,"[(88, 357), (407, 360)]","[(305, 346), (304, 296), (295, 229)]",Open,,1610548958,9095_CROPED_3.jpg,201117_contin_low_R
607,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9095_CROPED_4.jpg,"[(96, 405), (462, 402)]","[(264, 398), (261, 333), (270, 278), (272, 225)]",Open,,1610548967,9095_CROPED_4.jpg,201117_contin_low_R
608,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9095_CROPED_5.jpg,"[(150, 485), (491, 472)]","[(363, 450), (384, 363), (396, 295), (404, 250)]",Open,,1610548982,9095_CROPED_5.jpg,201117_contin_low_R
609,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9453_CROPED_1.jpg,"[(111, 329), (425, 332)]","[(312, 304), (326, 258), (340, 210), (344, 182), (349, 153)]",Open,,1610548991,9453_CROPED_1.jpg,201117_contin_low_R
610,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9453_CROPED_2.jpg,"[(129, 365), (420, 380)]","[(266, 357), (287, 273)]",Open,,1610548998,9453_CROPED_2.jpg,201117_contin_low_R
611,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9453_CROPED_3.jpg,"[(89, 348), (409, 358)]","[(329, 345), (349, 294), (368, 241), (370, 214)]",Open,,1610549009,9453_CROPED_3.jpg,201117_contin_low_R
612,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9453_CROPED_4.jpg,"[(94, 410), (458, 404)]","[(281, 402), (294, 328), (308, 260), (319, 218)]",Open,,1610549019,9453_CROPED_4.jpg,201117_contin_low_R
613,C:\Sunflowers\manual_tagging-master\first_last_imgs\201117_contin_low_R\9453_CROPED_5.jpg,"[(147, 491), (491, 475)]","[(355, 452), (390, 348), (416, 272), (441, 211)]",Open,,1610549028,9453_CROPED_5.jpg,201117_contin_low_R
614,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0016_CROPED_1.jpg,"[(254, 522), (613, 518)]","[(415, 517), (420, 417), (428, 325), (455, 269)]",Open,,1610549099,0016_CROPED_1.jpg,201118_contin_low_L
615,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0016_CROPED_2.jpg,"[(268, 752), (642, 744)]","[(443, 723), (428, 615), (429, 518)]",Open,,1610549108,0016_CROPED_2.jpg,201118_contin_low_L
616,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0016_CROPED_3.jpg,"[(258, 592), (573, 599)]","[(387, 576), (373, 488), (352, 411)]",Open,,1610549118,0016_CROPED_3.jpg,201118_contin_low_L
617,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0016_CROPED_4.jpg,"[(200, 632), (492, 625)]","[(370, 617), (370, 549), (374, 489), (372, 453)]",Open,,1610549128,0016_CROPED_4.jpg,201118_contin_low_L
618,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0016_CROPED_5.jpg,"[(118, 450), (421, 432)]","[(267, 427), (259, 367), (261, 317), (266, 285)]",Open,,1610549138,0016_CROPED_5.jpg,201118_contin_low_L
619,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0405_CROPED_1.jpg,"[(251, 525), (613, 518)]","[(382, 511), (356, 416), (295, 311), (206, 219), (191, 203)]",Open,,1610549150,0405_CROPED_1.jpg,201118_contin_low_L
620,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0405_CROPED_2.jpg,"[(268, 754), (644, 746)]","[(421, 737), (389, 617), (356, 518), (317, 436), (281, 396), (254, 378)]",Open,,1610549162,0405_CROPED_2.jpg,201118_contin_low_L
621,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0405_CROPED_3.jpg,"[(255, 592), (579, 602)]","[(371, 577), (349, 520), (322, 470), (291, 426), (252, 379), (222, 345), (167, 310)]",Open,,1610549177,0405_CROPED_3.jpg,201118_contin_low_L
622,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0405_CROPED_4.jpg,"[(199, 632), (491, 633)]","[(362, 623), (353, 558), (340, 506), (323, 469), (287, 411), (251, 368), (225, 347)]",Open,,1610549247,0405_CROPED_4.jpg,201118_contin_low_L
623,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_L\0405_CROPED_5.jpg,"[(116, 454), (419, 430)]","[(274, 427), (262, 371), (258, 312), (265, 255)]",Open,,1610549262,0405_CROPED_5.jpg,201118_contin_low_L
624,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0016_CROPED_1.jpg,"[(194, 651), (505, 653)]","[(382, 629), (392, 575), (389, 528), (387, 486), (384, 458), (381, 433)]",Open,,1610549309,0016_CROPED_1.jpg,201118_contin_low_R
625,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0016_CROPED_2.jpg,"[(104, 442), (395, 438)]","[(230, 413), (229, 378), (230, 352), (236, 337)]",Open,,1610549318,0016_CROPED_2.jpg,201118_contin_low_R
626,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0016_CROPED_3.jpg,"[(162, 598), (483, 604)]","[(336, 571), (335, 488), (343, 399)]",Hook,,1610549382,0016_CROPED_3.jpg,201118_contin_low_R
627,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0016_CROPED_4.jpg,"[(153, 382), (517, 378)]","[(306, 362), (298, 321), (291, 288), (291, 274)]",Open,,1610549396,0016_CROPED_4.jpg,201118_contin_low_R
628,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0016_CROPED_5.jpg,"[(153, 585), (499, 569)]","[(314, 562), (311, 528), (305, 495), (297, 470), (293, 448)]",Open,,1610549407,0016_CROPED_5.jpg,201118_contin_low_R
629,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0405_CROPED_1.jpg,"[(192, 657), (505, 646)]","[(414, 633), (442, 572), (491, 498), (547, 442), (605, 383)]",Open,,1610549509,0405_CROPED_1.jpg,201118_contin_low_R
630,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0405_CROPED_2.jpg,"[(109, 439), (396, 427)]","[(246, 421), (252, 382), (256, 344), (265, 305), (270, 284)]",Open,,1610549519,0405_CROPED_2.jpg,201118_contin_low_R
631,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0405_CROPED_3.jpg,"[(165, 597), (480, 596)]","[(352, 569), (370, 503), (394, 458), (424, 398), (468, 350)]",Closed,,1610549530,0405_CROPED_3.jpg,201118_contin_low_R
632,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0405_CROPED_4.jpg,"[(155, 401), (519, 395)]","[(306, 355), (307, 317), (304, 282)]",Open,,1610549540,0405_CROPED_4.jpg,201118_contin_low_R
633,C:\Sunflowers\manual_tagging-master\first_last_imgs\201118_contin_low_R\0405_CROPED_5.jpg,"[(155, 586), (496, 567)]","[(319, 559), (331, 492), (340, 436), (352, 383), (384, 330), (413, 283)]",Open,,1610549559,0405_CROPED_5.jpg,201118_contin_low_R
634,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0016_CROPED_1.jpg,"[(156, 412), (510, 411)]","[(370, 383), (364, 303), (361, 259), (364, 226)]",Open,,1610549569,0016_CROPED_1.jpg,201123_contin_low_L
635,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0016_CROPED_2.jpg,"[(138, 558), (509, 524)]","[(312, 534), (304, 460), (295, 386), (295, 330), (291, 314)]",Open,,1610549584,0016_CROPED_2.jpg,201123_contin_low_L
636,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0016_CROPED_3.jpg,"[(82, 492), (400, 496)]","[(239, 488), (259, 410), (273, 352), (280, 333)]",Hook,,1610549595,0016_CROPED_3.jpg,201123_contin_low_L
637,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0016_CROPED_4.jpg,"[(177, 462), (469, 466)]","[(347, 439), (338, 393), (334, 352), (334, 324), (335, 303), (335, 282)]",Open,,1610549705,0016_CROPED_4.jpg,201123_contin_low_L
638,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0016_CROPED_5.jpg,"[(140, 419), (445, 424)]","[(332, 409), (335, 383), (340, 356), (343, 341), (343, 330), (346, 316)]",Open,,1610549714,0016_CROPED_5.jpg,201123_contin_low_L
639,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0405_CROPED_1.jpg,"[(154, 407), (514, 401)]","[(364, 386), (361, 310), (361, 269), (362, 235), (362, 212)]",Open,,1610549923,0405_CROPED_1.jpg,201123_contin_low_L
640,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0405_CROPED_2.jpg,"[(141, 557), (509, 534)]","[(313, 535), (296, 431), (281, 368), (274, 333), (272, 313), (269, 294)]",Open,,1610549933,0405_CROPED_2.jpg,201123_contin_low_L
641,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0405_CROPED_3.jpg,"[(83, 498), (400, 499)]","[(228, 484), (227, 418), (220, 365), (212, 325), (205, 303), (187, 272)]",Hook,,1610550095,0405_CROPED_3.jpg,201123_contin_low_L
642,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0405_CROPED_4.jpg,"[(175, 458), (465, 461)]","[(353, 438), (350, 385), (343, 349), (335, 321), (326, 298), (313, 262), (300, 230), (288, 206)]",Open,,1610550107,0405_CROPED_4.jpg,201123_contin_low_L
643,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_L\0405_CROPED_5.jpg,"[(139, 422), (448, 422)]","[(319, 406), (318, 370), (315, 349), (315, 326), (312, 308), (310, 293)]",Open,,1610550117,0405_CROPED_5.jpg,201123_contin_low_L
644,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0016_CROPED_1.jpg,"[(163, 540), (475, 539)]","[(347, 531), (363, 489), (373, 443), (382, 412), (384, 390)]",Open,,1610550127,0016_CROPED_1.jpg,201123_contin_low_R
645,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0016_CROPED_2.jpg,"[(101, 546), (389, 544)]","[(246, 535), (235, 466), (219, 416), (210, 374)]",Open,,1610550137,0016_CROPED_2.jpg,201123_contin_low_R
646,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0016_CROPED_3.jpg,"[(164, 512), (481, 503)]","[(338, 497), (354, 434), (367, 390), (380, 346), (388, 322), (398, 290)]",Open,,1610550152,0016_CROPED_3.jpg,201123_contin_low_R
647,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0016_CROPED_4.jpg,"[(174, 654), (532, 639)]","[(280, 653), (280, 605), (271, 525), (263, 454), (263, 392)]",Open,,1610550163,0016_CROPED_4.jpg,201123_contin_low_R
648,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0016_CROPED_5.jpg,"[(56, 431), (399, 441)]","[(194, 412), (199, 361), (199, 332), (199, 309), (198, 288)]",Open,,1610550171,0016_CROPED_5.jpg,201123_contin_low_R
649,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0405_CROPED_1.jpg,"[(165, 543), (476, 538)]","[(366, 525), (393, 466), (434, 383), (456, 346)]",Open,,1610550247,0405_CROPED_1.jpg,201123_contin_low_R
650,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0405_CROPED_2.jpg,"[(99, 550), (388, 548)]","[(256, 523), (275, 382), (302, 250)]",Open,,1610550260,0405_CROPED_2.jpg,201123_contin_low_R
651,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0405_CROPED_3.jpg,"[(165, 507), (485, 502)]","[(342, 502), (355, 443), (371, 397), (392, 342), (446, 256)]",Open,,1610550272,0405_CROPED_3.jpg,201123_contin_low_R
652,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0405_CROPED_4.jpg,"[(171, 654), (535, 638)]","[(304, 644), (321, 582), (352, 510), (383, 450), (418, 407), (471, 362), (503, 332)]",Open,,1610550283,0405_CROPED_4.jpg,201123_contin_low_R
653,C:\Sunflowers\manual_tagging-master\first_last_imgs\201123_contin_low_R\0405_CROPED_5.jpg,"[(56, 424), (397, 434)]","[(189, 414), (194, 381), (197, 348), (197, 332), (194, 313)]",Open,,1610550292,0405_CROPED_5.jpg,201123_contin_low_R
654,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0365_CROPED_1.jpg,"[(177, 509), (534, 505)]","[(390, 485), (391, 428), (398, 367)]",Closed,,1610550302,0365_CROPED_1.jpg,201130_contin_low_L
655,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0365_CROPED_2.jpg,"[(140, 436), (516, 439)]","[(305, 423), (325, 361), (341, 306)]",Closed,,1610550313,0365_CROPED_2.jpg,201130_contin_low_L
656,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0365_CROPED_3.jpg,"[(127, 401), (451, 398)]","[(280, 390), (280, 365), (280, 344), (282, 331), (283, 306)]",Open,,1610550325,0365_CROPED_3.jpg,201130_contin_low_L
657,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0365_CROPED_4.jpg,"[(162, 420), (448, 405)]","[(315, 393), (320, 162)]",Open,,1610550333,0365_CROPED_4.jpg,201130_contin_low_L
658,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0365_CROPED_5.jpg,"[(274, 556), (573, 536)]","[(451, 527), (452, 472), (446, 426)]",Open,,1610550344,0365_CROPED_5.jpg,201130_contin_low_L
659,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0754_CROPED_1.jpg,"[(177, 515), (534, 514)]","[(355, 492), (356, 443), (337, 389), (310, 332), (289, 272), (274, 252)]",Closed,,1610550359,0754_CROPED_1.jpg,201130_contin_low_L
660,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0754_CROPED_2.jpg,"[(134, 439), (514, 433)]","[(330, 424), (382, 383)]",Closed,,1610550367,0754_CROPED_2.jpg,201130_contin_low_L
661,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0754_CROPED_3.jpg,"[(127, 403), (451, 403)]","[(263, 387), (254, 331), (229, 244), (220, 207)]",Open,,1610550376,0754_CROPED_3.jpg,201130_contin_low_L
662,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0754_CROPED_4.jpg,"[(161, 418), (447, 404)]","[(316, 391), (318, 344), (308, 289), (292, 225), (265, 143)]",Open,,1610550387,0754_CROPED_4.jpg,201130_contin_low_L
663,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_L\0754_CROPED_5.jpg,"[(274, 565), (574, 542)]","[(441, 523), (441, 493), (432, 451), (422, 411), (409, 382), (393, 353)]",Open,,1610550435,0754_CROPED_5.jpg,201130_contin_low_L
664,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0365_CROPED_1.jpg,"[(471, 507), (471, 507)]","[(355, 483), (366, 452), (366, 420), (366, 390), (364, 370)]",Open,,1610550509,0365_CROPED_1.jpg,201130_contin_low_R
665,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0365_CROPED_2.jpg,"[(109, 564), (395, 550)]","[(290, 537), (299, 492), (301, 470), (311, 427), (317, 400)]",Open,,1610550516,0365_CROPED_2.jpg,201130_contin_low_R
666,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0365_CROPED_3.jpg,"[(185, 458), (503, 455)]","[(329, 433), (324, 395), (323, 369), (323, 349)]",Open,,1610550531,0365_CROPED_3.jpg,201130_contin_low_R
667,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0365_CROPED_4.jpg,"[(154, 449), (522, 447)]","[(325, 415), (324, 383), (324, 352), (324, 328), (316, 306)]",Open,,1610550540,0365_CROPED_4.jpg,201130_contin_low_R
668,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0365_CROPED_5.jpg,"[(139, 581), (482, 580)]","[(376, 553), (383, 502), (396, 444), (409, 392)]",Open,,1610550549,0365_CROPED_5.jpg,201130_contin_low_R
669,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0754_CROPED_1.jpg,"[(159, 495), (471, 500)]","[(346, 483), (366, 445), (372, 417), (374, 400), (376, 385), (374, 370)]",Open,,1610550559,0754_CROPED_1.jpg,201130_contin_low_R
670,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0754_CROPED_2.jpg,"[(108, 556), (402, 548)]","[(294, 536), (305, 472), (328, 426), (362, 391), (397, 358), (423, 337)]",Open,,1610550590,0754_CROPED_2.jpg,201130_contin_low_R
671,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0754_CROPED_3.jpg,"[(184, 458), (501, 454)]","[(340, 434), (350, 408), (357, 386), (370, 361), (379, 340), (387, 316), (394, 301)]",Open,,1610550616,0754_CROPED_3.jpg,201130_contin_low_R
672,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0754_CROPED_4.jpg,"[(154, 434), (515, 427)]","[(337, 414), (347, 372), (348, 344), (350, 320), (348, 302), (347, 291)]",Open,,1610550624,0754_CROPED_4.jpg,201130_contin_low_R
673,C:\Sunflowers\manual_tagging-master\first_last_imgs\201130_contin_low_R\0754_CROPED_5.jpg,"[(136, 584), (480, 576)]","[(409, 552), (483, 422)]",Open,,1610550633,0754_CROPED_5.jpg,201130_contin_low_R
674,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_L\0016_CROPED_1.jpg,"[(164, 456), (529, 427)]","[(384, 428), (393, 365), (393, 303), (405, 208)]",Closed,,1610550643,0016_CROPED_1.jpg,201202_contin_low_L
675,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_L\0016_CROPED_2.jpg,"[(223, 672), (590, 672)]","[(378, 644), (390, 563), (408, 435)]",Open,,1610550652,0016_CROPED_2.jpg,201202_contin_low_L
676,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_L\0016_CROPED_3.jpg,"[(287, 677), (611, 660)]","[(414, 658), (393, 600), (374, 547), (364, 503)]",Closed,,1610550662,0016_CROPED_3.jpg,201202_contin_low_L
677,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_L\0365_CROPED_1.jpg,"[(164, 452), (524, 422)]","[(329, 426), (306, 353), (286, 298), (249, 238), (218, 194), (153, 144), (117, 107)]",Closed,,1610550674,0365_CROPED_1.jpg,201202_contin_low_L
678,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_L\0365_CROPED_2.jpg,"[(217, 664), (595, 662)]","[(366, 647), (356, 576), (340, 514), (313, 457), (274, 399), (231, 351), (184, 316)]",Open,,1610550683,0365_CROPED_2.jpg,201202_contin_low_L
679,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_L\0365_CROPED_3.jpg,"[(291, 677), (612, 662)]","[(417, 661), (388, 566), (357, 480), (331, 423), (307, 380), (285, 351), (249, 316)]",Closed,,1610550692,0365_CROPED_3.jpg,201202_contin_low_L
680,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_R\0016_CROPED_1.jpg,"[(114, 524), (424, 527)]","[(259, 508), (252, 438), (249, 401), (254, 362), (257, 338)]",Open,,1610550701,0016_CROPED_1.jpg,201202_contin_low_R
681,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_R\0016_CROPED_2.jpg,"[(138, 621), (427, 628)]","[(270, 616), (275, 552), (283, 500), (295, 441), (310, 399)]",Open,,1610550708,0016_CROPED_2.jpg,201202_contin_low_R
682,C:\Sunflowers\manual_tagging-master\first_last_imgs\201202_contin_low_R\0016_CROPED_3.jpg,"[(269, 724), (587, 722)]","[(385, 717), (386, 644), (383, 561), (376, 473)]",Open,,1610550717,0016_CROPED_3.jpg,201202_contin_low_R
